movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm
20204271,행복의 나라,Land of Happiness,2024,20240814,장편,개봉예정,한국,드라마,한국,드라마
